title,author,img_url,series_name,series_position,description,publishedDate,averageRating,pageCount,categories,publisher,language,previewLink,infoLink,isbn_10,isbn_13
Gone Girl,Gillian Flynn,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554086139i/19288043.jpg,,,No description available,2014,0,0,,Unknown,en,http://books.google.co.in/books?id=HixjywEACAAJ&dq=Gone+Girl+Gillian+Flynn&hl=&cd=1&source=gbs_api,http://books.google.co.in/books?id=HixjywEACAAJ&dq=Gone+Girl+Gillian+Flynn&hl=&source=gbs_api,0553419080,9780553419085
"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1437538512i/2373.jpg,,,"Now a major television series starring Russel Hornsby, Arielle Kebbel, and Michael Imperioli, “Lincoln Rhyme is more relentless than ever” (People) and Jeffery Deaver delivers “supercharged tension” (USA TODAY) in this New York Times bestselling suspense masterwork. NYPD criminalist Lincoln Rhyme joins his brilliant protégé Amelia Sachs, in the hunt for the Coffin Dancer—an ingenious killer who changes his appearance even faster than he adds to his trail of victims. They have only one clue: the madman has a tattoo of the Grim Reaper waltzing with a woman in the front of a coffin. Rhyme must rely on his wits and intuition to track the elusive murderer through New York City—knowing they have only forty-eight hours before the Coffin Dancer strikes again. Coffin Dancer is a “heart-stopping” (Booklist) thriller from #1 international bestselling author Jeffery Deaver’s “simply outstanding” (San Jose Mercury News) Lincoln Rhyme series.",2021-01-26,0,512,Fiction,Pocket Books,en,"http://books.google.co.in/books?id=dWsREAAAQBAJ&printsec=frontcover&dq=The+Bone+Collector+(Lincoln+Rhyme,+%231)+Jeffery+Deaver&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=dWsREAAAQBAJ&dq=The+Bone+Collector+(Lincoln+Rhyme,+%231)+Jeffery+Deaver&hl=&source=gbs_api",1982163798,9781982163792
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335860740i/7869.jpg,,,"Jason Bourne tackles a global media conspiracy in the latest electrifying entry in Robert Ludlum’s #1 New York Times bestselling series. Jason Bourne has faced many killers before, but none as dangerous or as cruelly inventive as the assassin who calls himself Lennon. Bourne thought he had Lennon cornered in Iceland, only to have the killer escape in a fiery explosion. Now Lennon’s trail leads Bourne to New York and then to Washington – and the body count rises with each deadly encounter. But who is Lennon working for? Bourne believes the assassin has a shadowy new employer called the Pyramid. The only clue to the group’s agenda is a young German woman murdered in Washington on her way to a covert meeting. But the woman’s entire identity turns out to be a lie, and news reports of her death have been strangely twisted and suppressed. Finding the truth about this woman may be Bourne’s only chance to catch Lennon – and uncover the conspiracy behind the Pyramid. But the chase comes with high stakes. Bourne’s former lover, journalist Abbey Laurent, is digging into the mystery too, and Jason’s perilous battle against Lennon and the Pyramid will soon put Abbey in the assassin’s crosshairs. Bourne will need to use every bit of his tradecraft and his genius for mayhem to expose this web of lies and murder before Lennon kills the woman he loves.",2022-07-26,0,385,Fiction,Penguin,en,"http://books.google.co.in/books?id=inpKEAAAQBAJ&printsec=frontcover&dq=The+Bourne+Identity+(Jason+Bourne,+%231)+Robert+Ludlum&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=inpKEAAAQBAJ&dq=The+Bourne+Identity+(Jason+Bourne,+%231)+Robert+Ludlum&hl=&source=gbs_api",0593419863,9780593419861
"The Shining (The Shining, #1)",Stephen        King,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588.jpg,,,"The Stand is a classic tale of good vs. evil, loss weighed against redemption and despair pitted against hope. It is an apocalyptic vision of man's battle to save life against a worldwide plague of death. For when Captain Trips works its way across the land, it is time to make a stand. Award-winning writer Roberto Aguirre-Sacasa (HBO's Big Love), and artists Mike Perkins (Captain America) and Laura Martin (Astonishing X-Men), join forces to bring one of the great novels of modern literature to life through graphic art storytelling. Collecting Stephen King's THE STAND: CAPTAIN TRIPS #1-5",2011-09-21,0,160,Comics & Graphic Novels,Marvel,en,"http://books.google.co.in/books?id=W__wzgEACAAJ&dq=The+Shining+(The+Shining,+%231)+Stephen++++++++King&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=W__wzgEACAAJ&dq=The+Shining+(The+Shining,+%231)+Stephen++++++++King&hl=&source=gbs_api",0785135219,9780785135210
The Zombie Room,R.D. Ronald,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1460547041i/29908754.jpg,,,"A jagged series of events written with gritty realism. The Elephant Tree transcends stereotypes and challenges the reader’s sense of morality, with shocking plot twists and vivid characters.",2010-10-04,0,178,Fiction,Troubador Publishing Ltd,en,http://books.google.co.in/books?id=d10GBwAAQBAJ&printsec=frontcover&dq=The+Zombie+Room+R.D.+Ronald&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=d10GBwAAQBAJ&source=gbs_api,1848769539,9781848769533
The Firm,Robin Waterfield,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418465200i/5358.jpg,,,"Mitch McDeere, a Harvard Law graduate, becomes suspicious of his Memphis tax firm when mysterious deaths, obsessive office security, and the Chicago mob figure into its operations.",1999,0,75,Fiction,Prentice Hall,en,http://books.google.co.in/books?id=0qI5ngEACAAJ&dq=The+Firm+Robin+Waterfield&hl=&cd=1&source=gbs_api,http://books.google.co.in/books?id=0qI5ngEACAAJ&dq=The+Firm+Robin+Waterfield&hl=&source=gbs_api,0582418275,9780582418271
The Elephant Tree,R.D. Ronald,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327248026i/9293020.jpg,,,"A jagged series of events written with gritty realism. The Elephant Tree transcends stereotypes and challenges the reader’s sense of morality, with shocking plot twists and vivid characters.",2010-10-04,0,178,Fiction,Troubador Publishing Ltd,en,http://books.google.co.in/books?id=d10GBwAAQBAJ&printsec=frontcover&dq=The+Elephant+Tree+R.D.+Ronald&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=d10GBwAAQBAJ&source=gbs_api,1848769539,9781848769533
"Along Came a Spider (Alex Cross, #1)",James  Patterson,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388272560i/13145.jpg,,,"Two children have been kidnapped from an elite private school in Washington DC, and Detective Alex Cross is charged with finding them. The kidnapper's identity is quickly determined as one of the children's teachers. But capturing him is the true challenge. As Cross gets pulled deeper into the strange world of the kidnapper, it becomes clear he is far more dangerous than anyone could have anticipated.",2024-10-22,0,0,Fiction,Unknown,en,"http://books.google.co.in/books?id=BsHutAEACAAJ&dq=Along+Came+a+Spider+(Alex+Cross,+%231)+James++Patterson&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=BsHutAEACAAJ&dq=Along+Came+a+Spider+(Alex+Cross,+%231)+James++Patterson&hl=&source=gbs_api",1538769441,9781538769447
The Girl on the Train,Paula Hawkins,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1574805682i/22557272.jpg,,,"THE RUNAWAY SUNDAY TIMES NO.1 BESTSELLER AND THRILLER OF THE YEAR, NOW A MAJOR FILM STARRING EMILY BLUNT 'Really great suspense novel. Kept me up most of the night. The alcoholic narrator is dead perfect' STEPHEN KING Rachel catches the same commuter train every morning. She knows it will wait at the same signal each time, overlooking a row of back gardens. She's even started to feel like she knows the people who live in one of the houses. 'Jess and Jason', she calls them. Their life - as she sees it - is perfect. If only Rachel could be that happy. And then she sees something shocking. It's only a minute until the train moves on, but it's enough. Now everything's changed. Now Rachel has a chance to become a part of the lives she's only watched from afar. Now they'll see; she's much more than just the girl on the train...",2016,5,418,Fiction,Random House,en,http://books.google.co.in/books?id=DvoDDAAAQBAJ&dq=The+Girl+on+the+Train+Paula+Hawkins&hl=&cd=1&source=gbs_api,http://books.google.co.in/books?id=DvoDDAAAQBAJ&dq=The+Girl+on+the+Train+Paula+Hawkins&hl=&source=gbs_api,0552779776,9780552779777
The Day of the Jackal,Frederick Forsyth,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405364996i/540020.jpg,,,"#1 ""New York Times"" bestselling author Frederick Forsyth's unforgettable novel of a conspiracy, a killer, and the one man who can stop him... He is known only as ""The Jackal""--a cold, calculating assassin without emotion, or loyalty, or equal. He's just received a contract from an enigmatic employer to eliminate one of the most heavily guarded men in the world--Charles De Gaulle, president of France. It is only a twist of fate that allows the authorities to discover the plot. They know next to nothing--only that the assassin is on the move. To track him, they dispatch their finest detective, Claude Lebel, on a manhunt that will push him to his limit, in a race to stop an assassin's bullet from reaching its target.",1992,0,0,,Unknown,en,http://books.google.co.in/books?id=uIDXzwEACAAJ&dq=The+Day+of+the+Jackal+Frederick+Forsyth&hl=&cd=1&source=gbs_api,http://books.google.co.in/books?id=uIDXzwEACAAJ&dq=The+Day+of+the+Jackal+Frederick+Forsyth&hl=&source=gbs_api,0745133436,9780745133430
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529604411i/40604658.jpg,,,"A breakthrough in genetic engineering leads to the development of a technique for recovering and cloning dinosaur DNA, a method that brings about the creation of Jurassic Park, a tourist attraction populated by creatures extinct for eons. Reissue.",1991-01,4.5,399,Fiction,Random House LLC,en,"http://books.google.co.in/books?id=-7YiEMMcSf4C&dq=Jurassic+Park+(Jurassic+Park,+%231)+Michael+Crichton&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=-7YiEMMcSf4C&dq=Jurassic+Park+(Jurassic+Park,+%231)+Michael+Crichton&hl=&source=gbs_api",0345370775,9780345370778
Deception Point,Dan    Brown,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551277487i/976.jpg,,,"From the bestselling author of The Da Vinci Code 'Intrigue and menace mingle in one of the finest mysteries I've ever read.' Clive Cussler When a new NASA satellite detects evidence of an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory...a victory that has profound implications for U.S. space policy and the impending presidential election. With the Oval Office in the balance, the President dispatches White House Intelligence analyst Rachel Sexton to the Arctic to verify the authenticity of the find. Accompanied by a team of experts, including the charismatic academic Michael Tolland, Rachel uncovers the unthinkable - evidence of scientific trickery - a bold deception that threatens to plunge the world into controversy...",2009-05-14,4.5,596,Fiction,Random House,en,http://books.google.co.in/books?id=tYwq0H5HcrcC&printsec=frontcover&dq=Deception+Point+Dan++++Brown&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=tYwq0H5HcrcC&source=gbs_api,1409083977,9781409083979
"A Time to Kill (Jake Brigance, #1)",John Grisham,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554303029i/32542.jpg,,,A black girl is raped by two drunken rednecks. The town reacts with horror until the girl's father takes justice into his own hands. He kills the two whites on their way to jail. For days the nation sits spellbound as the defence lawyer struggles to save his client's life and then his own.,2010,5,754,Fiction,Random House,en,"http://books.google.co.in/books?id=n-k6-ij0O8UC&dq=A+Time+to+Kill+(Jake+Brigance,+%231)+John+Grisham&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=n-k6-ij0O8UC&dq=A+Time+to+Kill+(Jake+Brigance,+%231)+John+Grisham&hl=&source=gbs_api",0099537036,9780099537038
Mystic River,Dennis Lehane,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407109549i/21671.jpg,,,"This New York Times bestseller from Dennis Lehane is a gripping, unnerving psychological thriller about the effects of a savage killing on three former friends in a tightly knit, blue-collar Boston neighborhood. When they were children, Sean Devine, Jimmy Marcus, and Dave Boyle were friends. But then a strange car pulled up to their street. One boy got into the car, two did not, and something terrible happened—something that ended their friendship and changed all three boys forever. Twenty-five years later, Sean is a homicide detective. Jimmy is an ex-con who owns a corner store. And Dave is trying to hold his marriage together and keep his demons at bay —demons that urge him to do terrible things. When Jimmy’s daughter is found murdered, Sean is assigned to the case. His investigation brings him into conflict with Jimmy, who finds his old criminal impulses tempt him to solve the crime with brutal justice. And then there is Dave, who came home the night Jimmy’s daughter died covered in someone else’s blood. A tense and unnerving psychological thriller, Mystic River is also an epic novel of love and loyalty, faith and family, in which people irrevocably marked by the past find themselves on a collision course with the darkest truths of their own hidden selves.",2009-10-13,0,418,Fiction,Harper Collins,en,http://books.google.co.in/books?id=mt6lRtdIdIUC&printsec=frontcover&dq=Mystic+River+Dennis+Lehane&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=mt6lRtdIdIUC&source=gbs_api,0061827428,9780061827426
Rebecca,Daphne du Maurier,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386605169i/17899948.jpg,,,"On the twentieth anniversary of the death of Rebecca, the hauntingly beautiful first wife of Maxim de Winter, family friend Colonel Julyan receives an anonymous parcel. It contains a black notebook with two handwritten words on the title page -- Rebecca's Tale -- and two pictures: a photograph of Rebecca as a young child and a postcard of Manderley. Rebecca once asked Julyan to ensure she was buried in the churchyard facing the sea: if she ended up in the de Winter crypt, she warned, she'd come back to haunt him. Now, it seems, she has finally kept her promise. Julyan's conscience has never been clear over the official version of Rebecca's death. Was Rebecca the manipulative, promiscuous femme fatale her husband claimed. Or the gothic heroine of tragic proportions that others had suggested. The official story, the 'truth', has only had Maxim's version of events to consider. But all that is about to change . . .",2013-12-05,0,347,Fiction,Hachette UK,en,http://books.google.co.in/books?id=FWT5AQAAQBAJ&printsec=frontcover&dq=Rebecca+Daphne+du+Maurier&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=FWT5AQAAQBAJ&source=gbs_api,075155555X,9780751555554
"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534070883i/6411961.jpg,,,Symbologist Robert Langdon returns in this new thriller follow-up to The Da Vinci Code.,2010,0,690,Fiction,Random House,en,"http://books.google.co.in/books?id=QHsF2134iY0C&dq=The+Lost+Symbol+(Robert+Langdon,+%233)+Dan++++Brown&hl=&cd=1&source=gbs_api","http://books.google.co.in/books?id=QHsF2134iY0C&dq=The+Lost+Symbol+(Robert+Langdon,+%233)+Dan++++Brown&hl=&source=gbs_api",0552161233,9780552161237
Pretty Girls,Karin Slaughter,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432205734i/25574782.jpg,,,"Lee Child says it’s “stunning… certain to be a book of the year.” Kathy Reichs calls it “extraordinary… a major achievement.” Gillian Flynn says of Karin Slaughter: “I’d follow her anywhere.” Sisters. Strangers. Survivors. More than twenty years ago, Claire and Lydia’s teenaged sister Julia vanished without a trace. The two women have not spoken since, and now their lives could not be more different. Claire is the glamorous trophy wife of an Atlanta millionaire. Lydia, a single mother, dates an ex-con and struggles to make ends meet. But neither has recovered from the horror and heartbreak of their shared loss—a devastating wound that's cruelly ripped open when Claire's husband is killed. The disappearance of a teenage girl and the murder of a middle-aged man, almost a quarter-century apart: what could connect them? Forming a wary truce, the surviving sisters look to the past to find the truth, unearthing the secrets that destroyed their family all those years ago . . . and uncovering the possibility of redemption, and revenge, where they least expect it. Powerful, poignant, and utterly gripping, packed with indelible characters and unforgettable twists, Pretty Girls is a masterful novel from one of the finest writers working today.",2015-09-29,4,527,Fiction,HarperCollins,en,http://books.google.co.in/books?id=Wu65BwAAQBAJ&printsec=frontcover&dq=Pretty+Girls+Karin+Slaughter&hl=&cd=1&source=gbs_api,http://books.google.co.in/books?id=Wu65BwAAQBAJ&dq=Pretty+Girls+Karin+Slaughter&hl=&source=gbs_api,006242906X,9780062429063
Never Lie,Freida McFadden,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661428846i/62080187.jpg,,,"Never Lie ""Never Lie,"" a psychological thriller penned by Freida McFadden in 2022, unfolds the gripping narrative of Tricia and Ethan, a married couple stranded in a remote house in upstate New York due to a snowstorm. The house once belonged to the renowned psychiatrist Dr. Adrienne Hale, who vanished three years earlier under mysterious circumstances. As Tricia stumbles upon a cache of secret tape recordings in Adrienne's house and begins listening to them, a web of deceit surrounding Adrienne's murder and the couple's own dark pasts gradually unravels. Freida McFadden, a bestselling author and practicing physician with expertise in brain injury, brings her medical knowledge to bear in crafting this suspenseful tale. The story is narrated through two alternating perspectives: Tricia's present-day account and Adrienne's recollections from the past. Transcripts of therapy sessions add depth, intertwining past and present. Tricia and Ethan, pretending unfamiliarity with the house and its former owner, hide their own secrets, but their facades crumble as the plot thickens.",2024-04-20,0,63,Fiction,BookSummaryGr,en,http://books.google.co.in/books?id=VV8DEQAAQBAJ&printsec=frontcover&dq=Never+Lie+Freida+McFadden&hl=&cd=1&source=gbs_api,http://books.google.co.in/books?id=VV8DEQAAQBAJ&dq=Never+Lie+Freida+McFadden&hl=&source=gbs_api,,9791223031100
